,hotelname,rating,reviews,star rating, location, nearest, distance nearest,price,tax,tax
1157,Sunline Hotel,4.5,377.0,4.0,Hoan Kiem (Old Quarter) ,,,D 57,,14
1158,The Noble Swan Hotel & Spa,4.5,48.0,4.0,Hoan Kiem (Old Quarter) ,,,D 58,,
1159,Gia Thinh Hotel,4.5,274.0,2.0,Hoan Kiem (Old Quarter) ,,,D 30,,
1160,Golden Legend Boutique Hotel,,,3.0,Hoan Kiem (Old Quarter) ,,,D 124,,17
1161,Thien Thai Hotel and Spa,4.5,28.0,4.0,Ba Dinh  ,,,D 52,,
1162,NYT Home Tay Ho No.2,,,2.0,Tay Ho (Westlake) ,,,D 24,,5
1163,JM Marvel Hotel & Spa,5.0,1784.0,4.0,Hoan Kiem (Old Quarter) ,,,D 80,,18
1164,Centre Point Hanoi Hotel,4.5,249.0,3.0,Hoan Kiem (Old Quarter) ,,,D 106,,24
1165,3T Hotel & Travel,,,2.0,Hoan Kiem (Old Quarter) ,,,D 21,,
1166,Rising Dragon Legend Hotel,4.5,409.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
1167,Parklane Hanoi Hotel,4.5,322.0,3.0,Hoan Kiem (Old Quarter) ,,,D 33,,7
1168,Hanoi Old Quarter Malo Homestay,,,,Hoan Kiem (Old Quarter) ,,,D 22,,
1169,Nexy Living,,,3.0,Hoan Kiem (Old Quarter) ,,,D 31,,
1170,La Siesta Premium Hang Be,5.0,2348.0,4.0,Hoan Kiem (Old Quarter) ,,,D 175,,39
1171,Hanoi Center Silk Charming Hotel & Travel,,,3.0,Hoan Kiem (Old Quarter) ,,,D 40,,
1172,Mino Homestay,,,,Hoan Kiem (Old Quarter) ,,,D 26,,
1173,Wild Lotus Hotel Apartment 2,,,4.0,Tay Ho (Westlake) ,,,D 62,,
1174,Hanoi Delica Hotel,4.5,37.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
1175,Hanoi Bella Rosa Hotel & Spa,5.0,602.0,3.0,Hoan Kiem (Old Quarter) ,,,D 43,,
1176,Westlake Emerald Suites,,,2.0,Tay Ho (Westlake) ,,,D 23,,3
1177,Hanoi Paon Hotel & Spa,4.5,298.0,4.0,Hoan Kiem (Old Quarter) ,,,D 48,,13
1178,LUCK APART 03 - Tay ho Center Garden View Studio!,,,,Tay Ho (Westlake) ,,,D 30,,
1179,Royal Hotel,,,3.0,Ba Dinh  ,,,D 21,,
1180,Media Central Hotel & Spa,,,2.0,Hoan Kiem (Old Quarter) ,,,D 67,,
1181,Tunger Premium Hotel,,,3.0,Hoan Kiem (Old Quarter) ,,,D 51,,
1182,Hanoi Chic Boutique Hotel,4.5,309.0,3.0,Hoan Kiem (Old Quarter) ,,,D 56,,12
1183,Hanoi Exclusive Hotel,5.0,257.0,3.0,Hoan Kiem (Old Quarter) ,,,D 53,,9
1184,Mochi Homestay,,,2.0,Hoan Kiem (Old Quarter) ,,,D 19,,
1185,Hanoi Backpackers Hostel & Rooftop bar,5.0,216.0,3.0,Hoan Kiem (Old Quarter) ,,,D 41,,9
1186,Chikoo Homestay (spot-on),,,3.0,Ba Dinh  ,,,D 9,,2
1187,Urban Alley Hotel,4.5,82.0,3.0,Hoan Kiem (Old Quarter) ,,,D 24,,
1188,Harmony Homestay Vintage of Old Quarter,,,2.0,Hoan Kiem (Old Quarter) ,,,D 21,,
1189,Trang Trang Boutique Hotel,4.0,29.0,3.0,Hoan Kiem (Old Quarter) ,,,D 29,,5
1190,Kingdom Hotel Hanoi,,,2.0,Hoan Kiem (Old Quarter) ,,,D 30,,
1191,DK Sweet Home Truc Bach,,,3.0,Ba Dinh  ,,,D 22,,
1192,Hanoi La Palm Premier Hotel&Spa,5.0,2783.0,4.0,Hoan Kiem (Old Quarter) ,,,D 47,,11
1193,Hanoi Holiday Hotel,,,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,
1194,Aviary Hanoi Hotel & Travel,,,4.0,Hoan Kiem (Old Quarter) ,,,D 40,,3
1195,Royal Holiday Hanoi Hotel,5.0,87.0,3.0,Hoan Kiem (Old Quarter) ,,,D 62,,
1196,Hanoi Marvellous Hotel & Spa,5.0,2590.0,4.0,Hoan Kiem (Old Quarter) ,,,D 58,,10
1197,Tryst hotel,3.5,21.0,3.0,Ba Dinh  ,,,D 26,,6
1198,Splendid Hotel & Spa,5.0,672.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,10
1199,Su Casa Private House,,,,Hoan Kiem (Old Quarter) ,,,D 23,,
1200,Silk Queen Grand Hotel,4.0,236.0,4.0,Hoan Kiem (Old Quarter) ,,,D 46,,11
1201,Smile Hotel,2.5,6.0,2.0,Ba Dinh  ,,,D 22,,5
1202,3T Hotel,,,3.0,Ba Dinh  ,,,D 35,,
1203,Sap Hotel By Connek,5.0,696.0,3.0,Hoan Kiem (Old Quarter) ,,,D 111,,
1204,Eco Luxury Hotel Hanoi,4.0,252.0,3.0,Hoan Kiem (Old Quarter) ,,,D 33,,
1205,Ibiz City Hostel,3.5,108.0,2.0,Hoan Kiem (Old Quarter) ,,,D 11,,3
1206,Mango Hotel Hanoi,3.5,76.0,2.0,Hoan Kiem (Old Quarter) ,,,D 46,,10
1207,Hanoi Street Hotel,4.5,127.0,1.0,Hoan Kiem (Old Quarter) ,,,D 23,,6
1208,Lavender Central Hotel & Spa,5.0,3678.0,4.0,Hoan Kiem (Old Quarter) ,,,D 58,,
1209,Hotel Bel Ami Hanoi,3.0,12.0,2.0,Hoan Kiem (Old Quarter) ,,,D 43,,10
1210,Graffiti Hotel,,,2.0,Hoan Kiem (Old Quarter) ,,,D 27,,6
1211,Golden Art Hotel,5.0,1920.0,3.0,Hoan Kiem (Old Quarter) ,,,D 36,,
1212,Anatole Hotel Hanoi,5.0,405.0,4.0,Hoan Kiem (Old Quarter) ,,,D 102,,24
1213,Hanoi Bella Rosa Trendy Hotel,5.0,254.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,8
1214,Salute Premium Hotel & Spa,,,4.0,Hoan Kiem (Old Quarter) ,,,D 71,,
1215,Marina Hotel,4.5,8.0,3.0,Hoan Kiem (Old Quarter) ,,,D 73,,17
1216,Luxury Old Quarter Hotel & Gym,5.0,295.0,4.0,Hoan Kiem (Old Quarter) ,,,D 53,,12
1217,O'Gallery Premier Hotel & Spa,5.0,3005.0,4.0,Hoan Kiem (Old Quarter) ,,,D 64,,17
1218,Vision Premier Hotel & Spa,4.5,143.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
1219,HNC Premier Hotel & Residences,5.0,34.0,4.0,Hoan Kiem (Old Quarter) ,,,D 39,,9
1220,Golden Lotus Luxury Hotel,4.0,561.0,4.0,Hoan Kiem (Old Quarter) ,,,D 54,,12
1221,The Q Hotel Hanoi,5.0,239.0,4.0,Ba Dinh  ,,,D 208,,52
1222,Blue Hanoi Inn Hotel,5.0,544.0,3.0,Hoan Kiem (Old Quarter) ,,,D 24,,5
1223,Hanoi Fiesta Grand Hotel,,,4.0,Hoan Kiem (Old Quarter) ,,,D 63,,
1224,Hanoi La Storia Hotel,5.0,338.0,3.0,Hoan Kiem (Old Quarter) ,,,D 44,,10
1225,Army Hotel,3.5,122.0,4.0,Ba Dinh  ,,,D 49,,12
1226,The Q Boutique and Home,,,,Ba Dinh  ,,,D 27,,
1227,Le Beryl Hanoi Hotel,,,3.0,Hoan Kiem (Old Quarter) ,,,D 60,,
1228,A25 Hotel - 44 Hang Bun,3.0,17.0,2.0,Ba Dinh  ,,,D 36,,8
1229,Hotel Garden Queen,4.0,89.0,3.0,Hoan Kiem (Old Quarter) ,,,D 51,,12
1230,Oriental Palace,4.0,8.0,3.0,Tay Ho (Westlake) ,,,D 27,,6
1231,Hanoi L'heritage Diamond Hotel & Spa,5.0,780.0,4.0,Hoan Kiem (Old Quarter) ,,,D 66,,15
1232,Imperial Hotel & Spa Hanoi,,,4.0,Hoan Kiem (Old Quarter) ,,,D 63,,14
1233,Le Foyer Hotel,4.0,81.0,3.0,Hoan Kiem (Old Quarter) ,,,D 33,,8
1234,Aira Boutique Hanoi Hotel & Spa,,,4.0,Ba Dinh  ,,,D 119,,
1235,Memory Hotel,3.5,10.0,2.0,Hoan Kiem (Old Quarter) ,,,D 15,,
1236,My Moon Hotel,4.5,486.0,3.0,Hoan Kiem (Old Quarter) ,,,D 28,,7
1237,Elegant Suites Westlake,4.5,259.0,5.0,Tay Ho (Westlake) ,,,D 78,,18
1238,Summer Special Deals with Singita Classy Boutique B&B Jeonse Apt & Hotel,4.0,7.0,4.0,Hoan Kiem (Old Quarter) ,,,D 46,,
1239,Hanoi Diamond King Hotel,5.0,480.0,3.0,Hoan Kiem (Old Quarter) ,,,D 24,,6
1240,La Beaute Boutique Hotel & Spa,5.0,60.0,3.0,Hoan Kiem (Old Quarter) ,,,D 38,,10
1241,Ken Hotel by Connek,5.0,95.0,4.0,Hoan Kiem (Old Quarter) ,,,D 35,,8
1242,Aurora Premium Hotel and Spa,5.0,447.0,4.0,Hoan Kiem (Old Quarter) ,,,D 48,,13
1243,Hanoi Le Jardin Hotel & Spa,5.0,560.0,4.0,Ba Dinh  ,,,D 65,,15
1244,Shining Central Hotel & Spa,5.0,473.0,4.0,Hoan Kiem (Old Quarter) ,,,D 89,,
1245,Grande Collection Hotel & Spa,5.0,322.0,4.0,Hoan Kiem (Old Quarter) ,,,D 51,,11
1246,SOJO Hotel Ga Hanoi,4.5,29.0,4.0,Hoan Kiem (Old Quarter) ,,,D 36,,6
1247,The Oriental Jade,5.0,2540.0,5.0,Hoan Kiem (Old Quarter) ,,,D 110,,29
1248,Dragon Hotel,4.0,73.0,3.0,Tay Ho (Westlake) ,,,D 26,,6
1249,Fraser Suites Hanoi,5.0,387.0,,Tay Ho (Westlake) ,,,D 118,,28
1250,Spoon Hotel,4.5,218.0,3.0,Hoan Kiem (Old Quarter) ,,,D 15,,3
1251,The Chi Boutique Hotel Hanoi,5.0,872.0,4.0,Hoan Kiem (Old Quarter) ,,,D 54,,14
1252,Hanoi Inner Hotel,5.0,873.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
1253,Acoustic Hotel & Spa,5.0,696.0,4.0,Hoan Kiem (Old Quarter) ,,,D 54,,12
1254,MK Premier Boutique Hotel,4.5,1526.0,4.0,Hoan Kiem (Old Quarter) ,,,D 46,,10
1255,Bonne Nuit Hotel and Spa Hanoi,4.0,94.0,4.0,Hoan Kiem (Old Quarter) ,,,D 32,,9
1256,Hanoi Nostalgia Hotel & Spa,4.0,138.0,3.0,Hoan Kiem (Old Quarter) ,,,D 43,,11
1257,Mina Hotel & Spa,4.5,50.0,4.0,Hoan Kiem (Old Quarter) ,,,D 39,,9
1258,Mon Regency Hotel,3.5,89.0,4.0,Hoan Kiem (Old Quarter) ,,,D 32,,7
1259,Rex Hanoi Hotel,4.5,220.0,4.0,Hoan Kiem (Old Quarter) ,,,D 67,,
1260,Holiday Emerald Hotel,5.0,845.0,3.0,Hoan Kiem (Old Quarter) ,,,D 31,,7
1261,Hanoi La Siesta Hotel & Spa,5.0,5851.0,4.0,Hoan Kiem (Old Quarter) ,,,D 127,,29
1262,Apricot Hotel,4.5,1376.0,5.0,Hoan Kiem (Old Quarter) ,,,D 123,,31
1263,HANZ AMI Central Hotel Hanoi,,,3.0,Hoan Kiem (Old Quarter) ,,,D 28,,
1264,Mango Apartment (Hanoi Railway Station),,,4.0,Hoan Kiem (Old Quarter) ,,,D 36,,
1265,Hanoi Hotel Royal,5.0,912.0,3.0,Hoan Kiem (Old Quarter) ,,,D 38,,9
1266,La Siesta Premium Hang Be,5.0,2348.0,4.0,Hoan Kiem (Old Quarter) ,,,D 133,,29
1267,Hanoi Diamond King Hotel,5.0,480.0,3.0,Hoan Kiem (Old Quarter) ,,,D 24,,6
1268,Hanoi La Siesta Hotel & Spa,5.0,5851.0,4.0,Hoan Kiem (Old Quarter) ,,,D 127,,29
1269,San Premium Hotel,5.0,404.0,4.0,Hoan Kiem (Old Quarter) ,,,D 39,,9
1270,Hanoi La Mejor Hotel & Sky Bar,5.0,3381.0,4.0,Hoan Kiem (Old Quarter) ,,,D 66,,15
1271,Singita Classy Boutique Hotel,5.0,62.0,4.0,Hoan Kiem (Old Quarter) ,,,D 44,,11
1272,Hanoi Bonsella Hotel,5.0,1205.0,3.0,Hoan Kiem (Old Quarter) ,,,D 62,,14
1273,Lavender Central Hotel & Spa,5.0,3678.0,4.0,Hoan Kiem (Old Quarter) ,,,D 54,,
1274,Ken Hotel by Connek,5.0,95.0,4.0,Hoan Kiem (Old Quarter) ,,,D 33,,8
1275,Golden Art Hotel,5.0,1920.0,3.0,Hoan Kiem (Old Quarter) ,,,D 36,,
1276,Sap Hotel By Connek,5.0,696.0,3.0,Hoan Kiem (Old Quarter) ,,,D 46,,11
1277,Hanoi Bella Rosa Hotel & Spa,5.0,602.0,3.0,Hoan Kiem (Old Quarter) ,,,D 43,,
1278,Blue Hanoi Inn Hotel,5.0,544.0,3.0,Hoan Kiem (Old Quarter) ,,,D 24,,5
1279,Serene Boutique Hotel & Spa,5.0,971.0,4.0,Hoan Kiem (Old Quarter) ,,,D 41,,
1280,Skyline Hanoi Hotel,5.0,721.0,3.0,Hoan Kiem (Old Quarter) ,,,D 28,,7
1281,Hanoi Marvellous Hotel & Spa,5.0,2590.0,4.0,Hoan Kiem (Old Quarter) ,,,D 58,,10
1282,Holiday Emerald Hotel,5.0,845.0,3.0,Hoan Kiem (Old Quarter) ,,,D 31,,7
1283,Golden Legend Diamond Hotel,5.0,1076.0,3.0,Hoan Kiem (Old Quarter) ,,,D 51,,
1284,O'Gallery Premier Hotel & Spa,5.0,3005.0,4.0,Hoan Kiem (Old Quarter) ,,,D 66,,15
1285,Hanoian Central Hotel & Spa,5.0,430.0,4.0,Hoan Kiem (Old Quarter) ,,,D 75,,
1286,Fraser Suites Hanoi,5.0,387.0,,Tay Ho (Westlake) ,,,D 111,,26
1287,La Sinfonia Citadel hotel and Spa,5.0,1053.0,4.0,Hoan Kiem (Old Quarter) ,,,D 106,,26
1288,Zody House,5.0,11.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
1289,Hanoi Golden Moon Hotel,5.0,764.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,8
1290,Acoustic Hotel & Spa,5.0,696.0,4.0,Hoan Kiem (Old Quarter) ,,,D 54,,12
1291,Hanoi Brilliant Hotel and Spa,5.0,864.0,4.0,Hoan Kiem (Old Quarter) ,,,D 61,,14
1292,Hanoi La Castela Hotel,5.0,733.0,3.0,Hoan Kiem (Old Quarter) ,,,D 36,,9
1293,Hanoi Le Jardin Hotel & Spa,5.0,560.0,4.0,Ba Dinh  ,,,D 52,,12
1294,The Oriental Jade,5.0,2540.0,5.0,Hoan Kiem (Old Quarter) ,,,D 131,,34
1295,San Boutique Hotel,5.0,643.0,3.0,Hoan Kiem (Old Quarter) ,,,D 66,,
1296,Hanoi Backpackers Hostel & Rooftop bar,5.0,216.0,3.0,Hoan Kiem (Old Quarter) ,,,D 39,,9
1297,Hanoi Lakeside Premium Hotel,5.0,69.0,3.0,Hoan Kiem (Old Quarter) ,,,D 55,,14
1298,Hanoi L'heritage Diamond Hotel & Spa,5.0,780.0,4.0,Hoan Kiem (Old Quarter) ,,,D 52,,12
1299,Hanoi La Selva Central Hotel,5.0,175.0,3.0,Hoan Kiem (Old Quarter) ,,,D 36,,9
1300,HNC Premier Hotel & Residences,5.0,34.0,4.0,Hoan Kiem (Old Quarter) ,,,D 35,,
1301,The Q Hotel Hanoi,5.0,239.0,4.0,Ba Dinh  ,,,D 208,,52
1302,Splendid Hotel & Spa,5.0,672.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,10
1303,Shining Central Hotel & Spa,5.0,473.0,4.0,Hoan Kiem (Old Quarter) ,,,D 58,,
1304,Aurora Premium Hotel and Spa,5.0,447.0,4.0,Hoan Kiem (Old Quarter) ,,,D 48,,13
1305,Hanoi La Storia Hotel,5.0,338.0,3.0,Hoan Kiem (Old Quarter) ,,,D 44,,10
1306,Hanoi Esplendor Hotel and Spa,5.0,119.0,3.0,Hoan Kiem (Old Quarter) ,,,D 53,,13
1307,La Sinfonía del Rey Hotel & Spa,5.0,1623.0,4.0,Hoan Kiem (Old Quarter) ,,,D 82,,19
1308,Hanoi Exclusive Hotel,5.0,257.0,3.0,Hoan Kiem (Old Quarter) ,,,D 58,,
1309,Grande Collection Hotel & Spa,5.0,322.0,4.0,Hoan Kiem (Old Quarter) ,,,D 53,,14
1310,Imperial Hotel & Spa Hanoi,,,4.0,Hoan Kiem (Old Quarter) ,,,D 59,,13
1311,Hanoi La Selva Hotel,5.0,2269.0,3.0,Hoan Kiem (Old Quarter) ,,,D 40,,
1312,Oakwood Residence Hanoi,5.0,299.0,5.0,Tay Ho (Westlake) ,,,D 72,,16
1313,Golden Villa Hotel,5.0,1310.0,3.0,Hoan Kiem (Old Quarter) ,,,D 43,,
1314,Memory Legends Hotel,5.0,540.0,3.0,Hoan Kiem (Old Quarter) ,,,D 29,,7
1315,Hanoi La Palm Premier Hotel&Spa,5.0,2783.0,4.0,Hoan Kiem (Old Quarter) ,,,D 47,,11
1316,Golden Moon Suite Hotel,5.0,481.0,3.0,Hoan Kiem (Old Quarter) ,,,D 32,,7
1317,Hanoi Bella Rosa Trendy Hotel,5.0,254.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,8
1318,Hanoi Inner Hotel,5.0,873.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
1319,Soleil Boutique Hotel,5.0,311.0,4.0,Hoan Kiem (Old Quarter) ,,,D 82,,19
1320,Hanoi Siva Luxury Hotel & Travel,5.0,685.0,4.0,Hoan Kiem (Old Quarter) ,,,D 42,,9
1321,The Chi Boutique Hotel Hanoi,5.0,872.0,4.0,Hoan Kiem (Old Quarter) ,,,D 54,,14
1322,Haibay hotel,5.0,800.0,4.0,Hoan Kiem (Old Quarter) ,,,D 48,,11
1323,Solaria Hotel,5.0,683.0,4.0,Hoan Kiem (Old Quarter) ,,,D 86,,20
1324,Luxury Old Quarter Hotel & Gym,5.0,295.0,4.0,Hoan Kiem (Old Quarter) ,,,D 54,,12
1325,La Sinfonía Majesty Hotel and Spa,5.0,433.0,3.0,Hoan Kiem (Old Quarter) ,,,D 98,,23
1326,Hanoi Aria Central Hotel & Spa,5.0,417.0,3.0,Hoan Kiem (Old Quarter) ,,,D 22,,5
1327,Hanoi Central Hotel & Residences,5.0,385.0,3.0,Hoan Kiem (Old Quarter) ,,,D 68,,
1328,San Palace Hotel,5.0,315.0,3.0,Hoan Kiem (Old Quarter) ,,,D 59,,
1329,Dal Vostro Hotel & Spa,5.0,494.0,4.0,Hoan Kiem (Old Quarter) ,,,D 42,,10
1330,Hanoi Media Hotel and Spa,5.0,1346.0,4.0,Hoan Kiem (Old Quarter) ,,,D 43,,10
1331,Anatole Hotel Hanoi,5.0,405.0,4.0,Hoan Kiem (Old Quarter) ,,,D 86,,20
1332,Golden Rooster Hotel,5.0,445.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,8
1333,JM Marvel Hotel & Spa,5.0,1784.0,4.0,Hoan Kiem (Old Quarter) ,,,D 80,,18
1334,Hanoi Allure Hotel,5.0,264.0,4.0,Hoan Kiem (Old Quarter) ,,,D 99,,23
1335,Royal Holiday Hanoi Hotel,5.0,87.0,3.0,Hoan Kiem (Old Quarter) ,,,D 62,,
1336,Golden Legend Palace Hotel,5.0,122.0,3.0,Hoan Kiem (Old Quarter) ,,,D 38,,
1337,LeaH Silk Hotel,5.0,194.0,4.0,Hoan Kiem (Old Quarter) ,,,D 80,,18
1338,Meritel Hanoi,5.0,453.0,4.0,Hoan Kiem (Old Quarter) ,,,D 70,,16
1339,L’HÔTEL du LAC Hanoi,5.0,380.0,4.0,Hoan Kiem (Old Quarter) ,,,D 80,,15
1340,La Beaute Boutique Hotel & Spa,5.0,60.0,3.0,Hoan Kiem (Old Quarter) ,,,D 36,,9
1341,La Siesta Classic Hang Thung,,,5.0,Hoan Kiem (Old Quarter) ,,,D 105,,24
1342,GRAND HOTEL du LAC Hanoi,,,5.0,Hoan Kiem (Old Quarter) ,,,D 148,,20
1343,Aira Boutique Hanoi Hotel & Spa,,,4.0,Ba Dinh  ,,,D 152,,
1344,Hanoi Lion Boutique Hotel,,,4.0,Hoan Kiem (Old Quarter) ,,,D 77,,11
1345,Azumaya Hotel Kim Ma 2,,,2.0,Ba Dinh  ,,,D 73,,
1346,Mai Charming Hotel & Spa,4.5,389.0,3.0,Hoan Kiem (Old Quarter) ,,,D 31,,
1347,Nexy Hostel,4.5,383.0,2.0,Hoan Kiem (Old Quarter) ,,,D 12,,for
1348,Vision Premier Hotel & Spa,4.5,143.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
1349,Amorita Boutique Hotel,4.5,278.0,3.0,Hoan Kiem (Old Quarter) ,,,D 32,,7
1350,Rising Dragon Legend Hotel,4.5,409.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
1351,La Palm Hotel,4.5,361.0,3.0,Hoan Kiem (Old Quarter) ,,,D 32,,7
1352,Hanoi Street Hotel,4.5,127.0,1.0,Hoan Kiem (Old Quarter) ,,,D 21,,5
1353,Hanoi Royal Palace Hotel 2,4.5,2241.0,4.0,Hoan Kiem (Old Quarter) ,,,D 60,,
1354,Hanoi City Backpackers Hostel,4.5,443.0,2.0,Hoan Kiem (Old Quarter) ,,,D 11,,
1355,Parklane Hanoi Hotel,4.5,322.0,3.0,Hoan Kiem (Old Quarter) ,,,D 33,,7
1356,Classic Street Hotel,4.5,534.0,4.0,Hoan Kiem (Old Quarter) ,,,D 52,,
1357,Hanoi City Guest House,4.5,507.0,3.0,Hoan Kiem (Old Quarter) ,,,D 30,,7
1358,Centre Point Hanoi Hotel,4.5,249.0,3.0,Hoan Kiem (Old Quarter) ,,,D 106,,24
1359,Sunline Hotel,4.5,377.0,4.0,Hoan Kiem (Old Quarter) ,,,D 57,,14
1360,Hanoi HM Boutique Hotel,4.5,449.0,3.0,Hoan Kiem (Old Quarter) ,,,D 39,,9
1361,Hanoi Chic Boutique Hotel,4.5,309.0,3.0,Hoan Kiem (Old Quarter) ,,,D 40,,
1362,Hanoi Golden Charm Hotel,4.5,540.0,2.0,Hoan Kiem (Old Quarter) ,,,D 31,,
1363,Hanoi Peridot Hotel,4.5,832.0,3.0,Hoan Kiem (Old Quarter) ,,,D 58,,14
1364,Hanoi Lotus Boutique Hotel,4.5,808.0,3.0,Hoan Kiem (Old Quarter) ,,,D 108,,27
1365,Little Hanoi Hostel,4.5,709.0,1.0,Hoan Kiem (Old Quarter) ,,,D 11,,for
1366,Little Diamond Hotel,4.5,732.0,3.0,Hoan Kiem (Old Quarter) ,,,D 22,,
1367,Elegant Suites Westlake,4.5,259.0,5.0,Tay Ho (Westlake) ,,,D 76,,17
1368,Queen Light Hotel,4.5,203.0,3.0,Hoan Kiem (Old Quarter) ,,,D 28,,6
1369,Hanoi Pho Hotel,4.5,697.0,2.0,Hoan Kiem (Old Quarter) ,,,D 24,,6
1370,Hanoi Paon Hotel & Spa,4.5,298.0,4.0,Hoan Kiem (Old Quarter) ,,,D 48,,13
1371,Spoon Hotel,4.5,218.0,3.0,Hoan Kiem (Old Quarter) ,,,D 16,,
1372,Millan Home,4.5,18.0,3.0,Ba Dinh  ,,,D 26,,6
1373,Apricot Hotel,4.5,1376.0,5.0,Hoan Kiem (Old Quarter) ,,,D 123,,31
1374,Hanoi Malo Boutique Hotel,4.5,159.0,3.0,Hoan Kiem (Old Quarter) ,,,D 56,,15
1375,Trang Trang Premium Hotel,4.5,79.0,3.0,Hoan Kiem (Old Quarter) ,,,D 42,,10
1376,MK Premier Boutique Hotel,4.5,1526.0,4.0,Hoan Kiem (Old Quarter) ,,,D 46,,10
1377,Little Hanoi Hotel,4.5,503.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,8
1378,Marina Hotel,4.5,8.0,3.0,Hoan Kiem (Old Quarter) ,,,D 73,,17
1379,Hanoi Lullaby Hotel & Travel,4.5,37.0,3.0,Hoan Kiem (Old Quarter) ,,,D 205,,49
1380,Urban Alley Hotel,4.5,82.0,3.0,Hoan Kiem (Old Quarter) ,,,D 20,,4
1381,My Moon Hotel,4.5,486.0,3.0,Hoan Kiem (Old Quarter) ,,,D 28,,7
1382,Hanoi Lake View Hotel & Spa,4.5,114.0,4.0,Hoan Kiem (Old Quarter) ,,,D 70,,17
1383,The Noble Swan Hotel & Spa,4.5,48.0,4.0,Hoan Kiem (Old Quarter) ,,,D 59,,14
1384,Maro Hotel,4.5,48.0,3.0,Hoan Kiem (Old Quarter) ,,,D 51,,12
1385,Somerset West Point Hanoi,4.5,133.0,5.0,Tay Ho (Westlake) ,,,D 80,,21
1386,SOJO Hotel Ga Hanoi,4.5,29.0,4.0,Hoan Kiem (Old Quarter) ,,,D 36,,6
1387,Mina Hotel & Spa,4.5,50.0,4.0,Hoan Kiem (Old Quarter) ,,,D 43,,10
1388,Rex Hanoi Hotel,4.5,220.0,4.0,Hoan Kiem (Old Quarter) ,,,D 68,,18
1389,Flora Centre Hotel & Spa,4.5,8.0,4.0,Hoan Kiem (Old Quarter) ,,,D 59,,
1390,TK123 Hanoi Hotel,4.5,77.0,3.0,Hoan Kiem (Old Quarter) ,,,D 28,,7
1391,HANOI FLORA HOTEL,,,4.0,Hoan Kiem (Old Quarter) ,,,D 36,,
1392,Hanoi Delica Hotel,4.5,37.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
1393,Trang Trang Boutique Hotel,4.0,29.0,3.0,Hoan Kiem (Old Quarter) ,,,D 33,,6
1394,Golden Time Hostel 3,4.0,515.0,2.0,Hoan Kiem (Old Quarter) ,,,D 21,,
1395,Golden Lotus Luxury Hotel,4.0,561.0,4.0,Hoan Kiem (Old Quarter) ,,,D 55,,
1396,Dragon Hotel,4.0,73.0,3.0,Tay Ho (Westlake) ,,,D 26,,6
1397,Thang Long Espana Hotel,4.0,76.0,3.0,Ba Dinh  ,,,D 63,,15
1398,Hanoi La Vision Hotel,4.0,19.0,3.0,Hoan Kiem (Old Quarter) ,,,D 23,,5
1399,HANZ Regal Hotel Hanoi,4.0,6.0,3.0,Ba Dinh,,,D 22,,
1400,Hotel Garden Queen,4.0,89.0,3.0,Hoan Kiem (Old Quarter) ,,,D 48,,11
1401,Bonne Nuit Hotel and Spa Hanoi,4.0,94.0,4.0,Hoan Kiem (Old Quarter) ,,,D 32,,9
1402,Eco Luxury Hotel Hanoi,4.0,252.0,3.0,Hoan Kiem (Old Quarter) ,,,D 53,,12
1403,Oriental Palace,4.0,8.0,3.0,Tay Ho (Westlake) ,,,D 27,,6
1404,Hanoi Starlight Hotel,4.0,233.0,3.0,Hoan Kiem (Old Quarter) ,,,D 22,,5
1405,Hanoi Gatsby Hotel,4.0,18.0,3.0,Hoan Kiem (Old Quarter) ,,,D 32,,7
1406,Hanoi Nostalgia Hotel & Spa,4.0,138.0,3.0,Hoan Kiem (Old Quarter) ,,,D 39,,10
1407,Silk Queen Grand Hotel,4.0,236.0,4.0,Hoan Kiem (Old Quarter) ,,,D 45,,10
1408,Babylon Grand Hotel & Spa,4.0,95.0,4.0,Ba Dinh  ,,,D 48,,11
1409,Le Foyer Hotel,4.0,81.0,3.0,Hoan Kiem (Old Quarter) ,,,D 31,,7
1410,Kingly Hotel,4.0,31.0,3.0,Hoan Kiem (Old Quarter) ,,,D 23,,5
1411,Sakura Hotel 3,4.0,48.0,3.0,Ba Dinh  ,,,D 55,,13
1412,Carillon Boutique Hotel,4.0,17.0,3.0,Hoan Kiem (Old Quarter) ,,,D 41,,
